elapsed,vector.x,vector.y,vector.z
10.364147031,-2.59403840097e-20,-2.15485181781e-18,2.08314683924e-19
10.563620332,-0.00166109218311,0.00321000061747,-0.000795607915593
10.763694286,0.0173160751802,-0.0124926481016,0.00290098592481
10.963866419,-0.0105660557736,0.0107515885573,-0.00328771780264
11.163617121,-0.0174675509725,0.0204634370003,-0.00492363629223
11.363561451,-0.0049178971574,0.00999449493423,-0.00290194612078
11.563663743,-0.0145113228007,0.0206324178276,-0.0066571525991
11.763812003,-0.000402564176138,0.00966069504562,-0.00230347319187
11.963558455,-0.00781037068454,0.000976268556801,-0.00070600335558
12.163795965,-0.00443080339743,0.00115111648327,-0.000682126164936
12.363725159,-0.00194346968353,-0.00550557800029,0.000349525942997
12.563664492,-0.0108410305617,-0.0011004115635,-0.000698263881134
12.763564005,-0.00729088931543,0.0309380707128,-0.00813389491427
12.963571563,0.00101364761441,0.00102191147082,8.92609899392e-05
13.163610863,0.00237320197063,0.00694851574084,-0.00189998966394
13.36409895,0.00133699364547,0.00721690717322,-0.00176824906595
13.563789195,-0.00128473507852,0.00834887219018,-0.00211307623784
13.764018287,-0.0153584993498,0.010870369028,-0.00334189521013
13.963757931,0.000293508496152,0.00118639858082,-0.000401837328573
14.163634702,0.0196571449989,-0.00445692074412,0.000843772044998
14.36358067,-0.00644417996995,-0.00235881452883,-0.000505766339636
14.563567992,0.015210449989,-0.00135597959618,0.00036800454641
14.763608935,-0.0138605322105,0.000287769448177,-0.0006952163283
14.963530346,0.0158229823079,0.00830914140682,0.000721877036624
15.163575425,0.0343105062713,0.0309123606327,0.000821296005236
15.365400091,-0.00133919149698,0.00837928851913,-0.000891655222877
15.563612065,-0.00143496246443,0.0116484261156,-0.0015916595819
15.765662396,0.00553419206815,0.0129064975422,-0.00208521368992
15.96381829,-0.00484795995455,-0.00216442097462,0.000160135220314
16.163598503,0.00697652612965,-0.0144703559182,0.00388996190418
16.364297584,-0.00115120001205,0.00299061667911,-0.00159796733418
16.563722722,-0.00644827598523,0.00954185732103,-0.00262444129075
16.764406549,-0.0068555762429,0.0040619449382,-0.000374084502009
16.963576028,0.00151229137089,0.00577659005677,-0.000753986249095
17.163577778,-0.00393135257905,-0.004667319022,0.000552323714855
17.364003042,0.00592020885383,0.00858907326677,-0.00195655203679
17.564028754,-0.00350209296363,0.00152459504262,-0.00112678844367
17.764514442,0.000938702859186,0.012862066904,-0.00353832226475
17.96363794,0.00360402437268,0.00553010888275,-0.00166615757848
18.163615529,-0.00758379051338,0.000736570368901,-0.00302315018219
18.364021854,0.00764002821433,0.00170677381138,-0.00100182653318
18.563705863,-0.0206408310916,0.0122509940399,-0.00694505582568
18.763755738,-0.00568001708327,0.0202064075501,-0.00439904998626
18.963575471,0.00241481070286,0.00452503233899,-0.000946115622312
19.163560635,0.0152681143901,0.0151230850335,-0.00317169229166
19.364723339,-0.00937450992939,0.0280497482195,-0.00744957257439
19.563554928,-0.00455331549244,0.0268204347325,-0.00671176579228
19.763632063,0.0010507460907,0.018672118579,-0.00488104078739
19.963597877,0.0239665162155,0.00908866573863,-0.00210652421338
20.163544354,0.0113201819411,0.0191090854661,-0.00395961251861
20.363619695,-0.00200080084058,0.0261730751071,-0.0059499417918
20.563729753,0.00131853186546,0.0232735712322,-0.00616433966757
20.763695102,-0.000711665582725,0.0126030137094,-0.00314205973409
20.963636003,-0.00342561601597,0.0293353415172,-0.00603780590194
21.16354776,0.00159192386846,-0.00107749827348,0.000890835030649
21.363551693,0.0430657807161,0.0037064400978,0.00512056573998
21.563711858,-0.0127704935875,0.0142264821178,-0.000716780050164
21.763559349,-0.0145197055421,0.00364985753501,-0.00573568957691
21.963885079,-0.0132914142653,-0.00394577353876,-0.00759175159855
22.16357264,0.00832926905211,-0.0381746986315,-0.00472371585326
22.363825441,-0.0124995995997,-0.0154734756968,-0.00882274549545
22.563725966,0.0230567190503,-0.0409519480677,-0.0117228639303
22.763582211,0.0624165611238,-0.0152305679557,-0.0211175213515
22.963804889,0.0696373133593,-0.0115332479834,-0.0322818863043
23.163568639,0.0806050391052,0.025887896367,-0.039247980774
23.363746688,0.0514773440867,0.0390053781177,-0.0254489127895
23.563747408,0.0505802298917,0.0754368917201,-0.0312103659223
23.763845213,-0.00412152968731,0.0740701286716,-0.039386723907
23.963750631,-0.0250083716233,0.148639680952,-0.050497693819
24.164092322,-0.0316224384741,0.0848448290959,-0.0316658069644
24.363739709,0.0625809724497,0.0578260365877,-0.0404949276438
24.563571812,-0.0485959891418,-0.0182313592544,-0.0183280187577
24.763556987,-0.0344475722321,-0.0167307436677,-0.0199244611676
24.963557623,-0.00819159393999,-0.0193631070119,-0.0233851236622
25.163559504,-0.00604658732966,0.0137751279459,-0.0416722266521
25.363583526,-0.0108286833961,0.0419671606034,-0.0428008932238
25.563660761,-0.0230218720435,0.0631174395889,-0.0421129282696
25.763728809,-0.0255781381195,0.0836021958185,-0.0518182578426
25.963869652,-0.0405599298193,0.110476245621,-0.0483063549772
26.163570411,-0.0501122731478,0.0963438990971,-0.0408339239056
26.363577199,-0.0491382680047,0.085378213208,-0.0541708258008
26.566711621,-0.0437952816935,0.0773877991903,-0.044258111206
26.763842226,-0.0405346557943,0.0680113946462,-0.0475569311723
26.963749594,-0.0229062944251,0.0515418605076,-0.0477797950398
27.163566314,-0.0226318886033,0.0738762309968,-0.0568420783803
27.363639448,-0.0104526592115,0.100789947273,-0.0605016825806
27.566473449,-0.0164833731951,0.133104068613,-0.065037226725
27.763802414,-0.0307308719137,0.170740189573,-0.0732331282196
27.963837308,-0.0364509933461,0.189536863125,-0.0698833778849
28.164047118,-0.046538342282,0.172271450763,-0.0670737272304
28.363897106,-0.0499450664415,0.149722081663,-0.0623426433183
28.567111659,-0.0395894671605,0.129695728612,-0.0674640077165
28.764238845,-0.0263029771911,0.104618851155,-0.0653577032208
28.965750647,-0.00767352848568,0.0877779325928,-0.0568749408339
29.163556644,-0.00382220090302,0.0971832781935,-0.0617617220796
29.363591758,-0.0196156344796,0.142153812204,-0.0727979264214
29.563647842,-0.0202769557788,0.178486152289,-0.0741144653229
29.763599125,-0.023487212334,0.220889326049,-0.080825070334
29.963728559,-0.0269338957919,0.25179088751,-0.0781938581343
30.163615529,-0.0375753019938,0.248908416232,-0.0733122698835
30.363572483,-0.0458820522043,0.223501004282,-0.0681531581571
30.563596947,-0.0354136128005,0.203788874028,-0.0686447643859
30.763590842,-0.0318367972136,0.195327807976,-0.075251162809
30.963789772,-0.0235917211042,0.173706603323,-0.071059981009
31.163627093,-0.00424331077873,0.18745941387,-0.0792953241574
31.363559729,0.0109661438127,0.194499018543,-0.0894742580024
31.563566313,0.0300968846092,0.219918468147,-0.0913745379525
31.76374813,0.0298961529423,0.246659870256,-0.0913060444632
31.963725071,0.0261736546804,0.249368094343,-0.0926004484344
32.16372865,0.00750013167979,0.251633948708,-0.0892339899417
32.363914114,0.00089580881958,0.222016329893,-0.0928806328753
32.563763552,0.00890178012791,0.204480107368,-0.0947039443763
32.763766214,0.0143197262187,0.183162318515,-0.0931746521578
32.963697391,-0.00490740521488,0.194451909552,-0.0917232335923
33.163568987,0.0033309094311,0.220274589514,-0.0942582533681
33.363632139,-0.00739565828807,0.225911519787,-0.0990241958824
33.563557845,-0.0108307034745,0.214410149671,-0.101045238521
33.763772822,-0.00266961732236,0.19293507993,-0.102026145489
33.963622237,-0.00231224244135,0.172818782479,-0.0933157745735
34.163657949,0.000294644281737,0.170435852705,-0.0974028618463
34.363567552,-0.00339265516979,0.183315673699,-0.10589585116
34.563597045,-0.00328079003676,0.215825005396,-0.0965275653437
34.764166259,-0.00157171309764,0.253933943913,-0.107277986981
34.963683908,-0.00202671085452,0.235091625532,-0.106811139862
35.16387258,0.00387663503611,0.231632995399,-0.115481901353
35.363693882,0.00832230305149,0.216178172145,-0.117491409707
35.564000589,0.000338741445459,0.223504488579,-0.114970317227
35.763738618,-0.0138227506139,0.203390600935,-0.112373760646
35.963639303,-0.014893699044,0.184924810409,-0.123013060794
36.163782041,-0.00523730168268,0.166935137795,-0.124483197399
36.363912384,-0.0209159912785,0.192696340379,-0.121021792243
36.563587513,-0.0241745225356,0.20775828313,-0.119887678803
36.763816836,-0.0355967176374,0.189603525339,-0.124325998576
36.964023371,-0.0361469213182,0.166804619326,-0.127796517447
37.164148507,-0.0539656212827,0.189934120889,-0.122575596523
37.364086586,-0.0585862778815,0.189379790693,-0.119590944226
37.564300065,-0.0736819566469,0.186111312271,-0.131278343471
37.764160293,-0.0778401920122,0.180302327293,-0.136475635766
37.965736214,-0.0810958827351,0.192118888081,-0.127856798135
38.165557701,-0.083482455693,0.200388404042,-0.135753897163
38.363695471,-0.0987043874179,0.173921322641,-0.134005372092
38.563749593,-0.0965925375692,0.158717301022,-0.133827188493
38.764118638,-0.0939780098382,0.126782620951,-0.128863432905
38.964547588,-0.0996377918663,0.131966107478,-0.127854207189
39.164475407,-0.101667763262,0.140019260727,-0.129258058455
39.363797359,-0.1002721808,0.163875182521,-0.145391209589
39.565341584,-0.112056966591,0.225518867219,-0.143036345604
39.763866398,-0.132879770417,0.262408490247,-0.142667620491
39.964135878,-0.151160303019,0.26081710571,-0.136323287251
40.164532125,-0.162784815856,0.230727325657,-0.126414699192
40.363729508,-0.161994465141,0.215544403021,-0.133801164038
40.56429511,-0.163089860185,0.188721316217,-0.119938045932
40.764686962,-0.16201907034,0.15298746503,-0.112349849186
40.96368405,-0.17680542485,0.141577947291,-0.105156627509
41.164262351,-0.191590266781,0.150758159329,-0.102702034482
41.36356318,-0.215462057751,0.15630620327,-0.120458125273
41.564610092,-0.249507541636,0.209319487959,-0.121623343888
41.764240936,-0.251654336514,0.229064684637,-0.128373125447
41.963585931,-0.259067411352,0.249895762303,-0.120712675881
42.164726519,-0.286264070216,0.212559667286,-0.107765960965
42.364482056,-0.309758968697,0.197118563776,-0.104694548794
42.564514499,-0.31525299861,0.185478686093,-0.0993603296441
42.766085248,-0.318733212544,0.163389538065,-0.0858344408371
42.964105829,-0.308878193887,0.138003539772,-0.0798999398906
43.163615821,-0.282498314496,0.126961208309,-0.107001605723
43.363698912,-0.282970590037,0.123957738209,-0.11848675707
43.563722585,-0.300490799492,0.143670735006,-0.129773475985
43.763595511,-0.282087347283,0.168037294962,-0.137209649257
43.96696885,-0.266318752138,0.201071170693,-0.142407986964
44.163680603,-0.270999387,0.192554720996,-0.14190703426
44.363873715,-0.272155672533,0.187650511361,-0.142180984973
44.56360633,-0.254973962386,0.193321063378,-0.153675067449
44.76393105,-0.245146708911,0.192880113163,-0.154254160618
44.966513874,-0.202120922105,0.147760925692,-0.140444512895
45.163723576,-0.182008027583,0.134585393014,-0.141754436998
45.364119315,-0.134582701166,0.0634970305806,-0.149435029127
45.565928028,-0.127170748972,0.0605839981775,-0.138611658223
45.765292035,-0.126845562128,0.0720356657369,-0.146632705674
45.963672305,-0.125181499879,0.110892183023,-0.206202091619
46.167504258,-0.141693253075,0.162742390306,-0.197213308101
46.36436416,-0.158781149938,0.174362833459,-0.20653209312
46.564424893,-0.147408510105,0.186720289747,-0.219082053453
46.763739465,-0.136495269984,0.19310713897,-0.218417553154
46.963766801,-0.131070330603,0.192263061568,-0.207437033446
47.16362443,-0.147572530269,0.190992230288,-0.183048515271
47.365479328,-0.0419549087778,0.156826275588,-0.252734938433
47.563577744,0.0541287853083,0.143111904487,-0.338887277533
47.763545486,0.0561728704908,0.145829312423,-0.344623454808
47.963593104,0.0566438324001,0.139553876198,-0.339926941645
48.165963763,0.0600257004426,0.14313631126,-0.338013034063
48.363744386,0.0651525060875,0.145536667038,-0.339726575872
48.563595256,0.0805444617388,0.169831400026,-0.34916196928
48.764643628,0.0744184544558,0.175505910181,-0.337368599353
48.963979577,0.0763606498664,0.177267131072,-0.336291722178
49.16725775,0.075835424367,0.176339934963,-0.335733029426
49.363550993,0.0756798629732,0.175254659259,-0.334886948909
49.563596888,0.0735058437849,0.178104864101,-0.335958548305
49.763700962,0.0735058437843,0.1781048641,-0.335958548305
49.963941084,0.0717094189109,0.180968478745,-0.337104536075
50.163547457,0.0712446073907,0.18128518491,-0.337202920986
50.363618702,0.0692993572916,0.180937017892,-0.336384843237
50.563569755,0.0691867893197,0.18086321672,-0.336934118127
50.763616121,0.0694482608172,0.181594759727,-0.337745021279
50.963741716,0.0694481743709,0.181595233708,-0.337745033751
51.163779548,0.0694480360438,0.181596011514,-0.337745054513
51.363584498,0.0681118933726,0.181745888245,-0.33681527745
51.563668601,0.0681117662379,0.181746649636,-0.336815299187
51.764145208,0.0662946786194,0.182061881526,-0.337377082218
51.963599782,0.066398781397,0.181912535443,-0.337347902285
52.163589112,0.0661841033594,0.182346562705,-0.336920203362
52.363732249,0.0649499703212,0.181498617193,-0.336097689653
52.563599522,0.0649499664474,0.181498676144,-0.336097692319
52.764318403,0.0649499699903,0.181498690477,-0.336097693654
52.963733601,0.0649499711744,0.181498687932,-0.3360976937
53.164314254,0.0638877543177,0.182417057698,-0.336109425295
53.363794936,0.0638877543177,0.182417057698,-0.336109425295
53.564131043,0.0634833653584,0.184390278859,-0.337342436762
53.763677257,0.0634833653584,0.184390278859,-0.337342436762
53.963892089,0.0634833653584,0.184390278859,-0.337342436762
54.163785083,0.0626890434122,0.185555056423,-0.33822253263
54.364960514,0.0626890434122,0.185555056423,-0.33822253263
54.564250653,0.0626890434122,0.185555056423,-0.33822253263
54.764081707,0.0617837244795,0.185432790055,-0.337831963253
54.964253924,0.0617837244795,0.185432790055,-0.337831963253
55.164412872,0.0618638310556,0.185416536074,-0.337801081257
55.363676126,0.0618638310556,0.185416536074,-0.337801081257
55.563565778,0.0598852168636,0.185576285826,-0.337526854419
55.763981491,0.0595008253126,0.184978229808,-0.337429232242
55.96387124,0.0586700321995,0.185086921789,-0.336531202233
56.166791098,0.0586700321995,0.185086921789,-0.336531202233
56.364362547,0.0586700321995,0.185086921789,-0.336531202233
56.563710624,0.0586700321995,0.185086921789,-0.336531202233
56.763558921,0.0586700321995,0.185086921789,-0.336531202233
56.965468827,0.0586700321995,0.185086921789,-0.336531202233
57.164132845,0.0586700321995,0.185086921789,-0.336531202233
57.363981728,0.0586700321995,0.185086921789,-0.336531202233
57.564201668,0.0587615826696,0.187932563133,-0.339772000804
57.763631061,0.0580760429616,0.187832772391,-0.339066241275
57.963572976,0.0581686157741,0.187809660039,-0.339196846126
58.164767017,0.0581686157741,0.187809660039,-0.339196846126
58.363862979,0.0581686157741,0.187809660039,-0.339196846126
58.565870813,0.0581686157741,0.187809660039,-0.339196846126
58.766594599,0.0581686157741,0.187809660039,-0.339196846126
58.964761776,0.0574344579132,0.189847947187,-0.339605918112
59.166383189,0.0567454399788,0.18852653987,-0.339006114158
59.371629101,0.0572670538439,0.188482904814,-0.339879918718
59.565529194,0.0555775358466,0.189666772511,-0.339188558843
59.763885264,0.056464405183,0.189408976621,-0.340260766039
59.964137612,0.0559863435458,0.188917126376,-0.340044929565
60.164057014,0.0551238697416,0.189554872633,-0.339280526918
60.364258076,0.0551616725726,0.190068370648,-0.340426922374
60.563956519,0.0544548606025,0.188092794272,-0.340166647009
60.763882473,0.0547467064062,0.189066789759,-0.341271134357
60.964357415,0.0545498765886,0.190603312724,-0.340920309179
61.16456669,0.0539060000461,0.190240520433,-0.340556758495
61.36392477,0.0539060000461,0.190240520433,-0.340556758495
